bus_hypothesis_id,region_id,inference_mode,used_ground_truth_for_generation,used_ground_truth_for_evaluation,direction,role,member_nodes,ordered_member_nodes,width,bit_order,signedness_hypothesis,grouping_score,ordering_score,role_score,evidence_sources,feature_values,ambiguity_count,ground_truth_bus_name_if_known,ground_truth_match,rank,schema_version
comparison_unsigned_lt_w2__resyn2__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__rewrite__whole_output_cone__inf__input__a,comparison_unsigned_lt_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__rewrite__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w3__identity__ground_truth_region__inf__input__a,comparison_unsigned_lt_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w3__identity__ground_truth_region__inf__output__y,comparison_unsigned_lt_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w3__identity__whole_output_cone__inf__input__a,comparison_unsigned_lt_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w3__identity__whole_output_cone__inf__output__y,comparison_unsigned_lt_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w4__identity__ground_truth_region__inf__input__a,comparison_unsigned_lt_w4__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w4__identity__ground_truth_region__inf__output__y,comparison_unsigned_lt_w4__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w4__identity__whole_output_cone__inf__input__a,comparison_unsigned_lt_w4__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w4__identity__whole_output_cone__inf__output__y,comparison_unsigned_lt_w4__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w2__identity__ground_truth_region__inf__input__a,control_arithmetic_select_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w2__identity__ground_truth_region__inf__output__y,control_arithmetic_select_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.914286,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,y,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w2__identity__whole_output_cone__inf__input__a,control_arithmetic_select_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w2__identity__whole_output_cone__inf__output__y,control_arithmetic_select_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.914286,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,y,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w3__identity__ground_truth_region__inf__input__a,control_arithmetic_select_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w3__identity__ground_truth_region__inf__output__y,control_arithmetic_select_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.933333,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,y,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w3__identity__whole_output_cone__inf__input__a,control_arithmetic_select_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
control_arithmetic_select_w3__identity__whole_output_cone__inf__output__y,control_arithmetic_select_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.933333,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,y,exact,1,semantic_bus_hypothesis_v1
control_mux2_w2__identity__ground_truth_region__inf__input__sel,control_mux2_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,selector,"[""sel""]","[""sel""]",1,lsb_to_msb,unknown,0.865000,0.500000,0.900000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""sel"",""name_prefix_score"":0.7,""structural_similarity_score"":1.0}",0,sel,exact,1,semantic_bus_hypothesis_v1
control_mux2_w2__identity__ground_truth_region__inf__output__y,control_mux2_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",2,lsb_to_msb,unknown,0.914286,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,y,exact,1,semantic_bus_hypothesis_v1
control_mux2_w2__identity__whole_output_cone__inf__input__sel,control_mux2_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,selector,"[""sel""]","[""sel""]",1,lsb_to_msb,unknown,0.865000,0.500000,0.900000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""sel"",""name_prefix_score"":0.7,""structural_similarity_score"":1.0}",0,sel,exact,1,semantic_bus_hypothesis_v1
control_mux2_w2__identity__whole_output_cone__inf__output__y,control_mux2_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",2,lsb_to_msb,unknown,0.914286,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,y,exact,1,semantic_bus_hypothesis_v1
control_mux2_w3__identity__ground_truth_region__inf__input__a,control_mux2_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
control_mux2_w3__identity__ground_truth_region__inf__output__y,control_mux2_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.933333,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,y,exact,1,semantic_bus_hypothesis_v1
control_mux2_w3__identity__whole_output_cone__inf__input__a,control_mux2_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
control_mux2_w3__identity__whole_output_cone__inf__output__y,control_mux2_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.933333,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,y,exact,1,semantic_bus_hypothesis_v1
control_nested_mux_w2__identity__ground_truth_region__inf__input__a,control_nested_mux_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.850000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,a,exact,1,semantic_bus_hypothesis_v1
control_nested_mux_w2__identity__ground_truth_region__inf__output__y,control_nested_mux_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",2,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
control_nested_mux_w2__identity__whole_output_cone__inf__input__a,control_nested_mux_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.850000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,a,exact,1,semantic_bus_hypothesis_v1
control_nested_mux_w2__identity__whole_output_cone__inf__output__y,control_nested_mux_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",2,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w2__identity__ground_truth_region__inf__input__a,control_one_hot_mux_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.850000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,a,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w2__identity__ground_truth_region__inf__output__y,control_one_hot_mux_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",2,lsb_to_msb,unknown,0.925000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,y,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w2__identity__whole_output_cone__inf__input__a,control_one_hot_mux_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.850000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,a,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w2__identity__whole_output_cone__inf__output__y,control_one_hot_mux_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1""]","[""y_0"",""y_1""]",2,lsb_to_msb,unknown,0.925000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,y,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w3__identity__ground_truth_region__inf__input__a,control_one_hot_mux_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w3__identity__ground_truth_region__inf__output__y,control_one_hot_mux_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
control_one_hot_mux_w3__identity__whole_output_cone__inf__input__a,control_one_hot_mux_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
